Epoch,dice_coeff,iou,fp,fn,precision,recall,fscore,train_loss,val_loss
0,0.41276475120531886,0.26630001809251935,5411.8944284539475,251089.35238486843,0.942230938296569,0.27067265973279353,0.4127615580433293,-0.6069714387521049,-0.35083349754935816
1,0.7605793523161035,0.6186292845951883,21839.279810855263,22703.813527960527,0.773568016918082,0.7540645050375085,0.7605695504891244,-0.647326723826642,-0.7641018362421739
2,0.815366097186741,0.6921886974259427,8460.97615131579,29521.01048519737,0.9136548779512706,0.7410444256506468,0.8153569666962874,-0.8578872313562608,-0.7884750899515653
3,0.8457432263775876,0.7360924474502865,18435.254677220393,9369.84919819079,0.8116574805033835,0.8863365618806136,0.8457321618732653,-0.8617092094674016,-0.8337334990501404
4,0.8652329319401791,0.7654444904703843,10386.778268914473,15664.109066611842,0.8980778345936223,0.8378096395417264,0.8652227019008837,-0.8858620275724802,-0.8555388607476887
5,0.8430832389153933,0.7319280081673673,23037.433953536183,4529.2503083881575,0.7690399006793374,0.937052657729701,0.8430715815017098,-0.885061468114916,-0.8165585084965354
6,0.8739276057795474,0.7787943952961972,9397.868318256578,15031.110402960527,0.9079896603759966,0.8454764203021401,0.8739173239783237,-0.8961558531451699,-0.8638805339210912
7,0.8685845371923948,0.7708319527538199,16806.872738486843,7020.324424342105,0.8296989626006076,0.9143317639827728,0.8685732797572487,-0.8931397661468051,-0.8549370499033677
8,0.8680255569909748,0.7698927992268613,7322.858141447368,18693.800164473683,0.9285860202814403,0.8183680302218387,0.8680156359547063,-0.9005826897179054,-0.8504359847620914
9,0.8734653058804964,0.7784335911273956,15610.952251233553,7530.5302734375,0.8421260808643541,0.9101122915744781,0.8734541237354279,-0.8933741020051059,-0.8624774719539442
10,0.8778651419438814,0.7851548932100597,11164.619860197368,12248.152035361842,0.8919691725781089,0.8671738348509136,0.8778545934902994,-0.8990155557133505,-0.8739334486032787
11,0.8783977957148301,0.7860933275599229,11336.68708881579,11730.999074835527,0.8877251414876235,0.8719129687861392,0.8783871594228243,-0.8848691614258368,-0.8811685615464261
12,0.8774804394496115,0.7844583533312145,10663.55818256579,12910.524876644737,0.8966018134041837,0.8621324269395125,0.8774699521692175,-0.9090878264793497,-0.8719655432199177
13,0.8776870511080089,0.7849052799375433,9933.215974506578,13494.137643914473,0.9026833976569929,0.8570208157363691,0.8776766422547793,-0.8894667585953971,-0.8854824383007852
14,0.8799883127212524,0.7884036992725573,11731.193462171053,11094.679584703947,0.8853939803023088,0.8774310256305494,0.8799776309414914,-0.9027542665304727,-0.8788175865223533
15,0.8778414836055354,0.7851152827865199,13241.756578947368,9679.259765625,0.8699569623721274,0.8890133123648795,0.8778306308545565,-0.8893198189356469,-0.8748552375718167
16,0.8810896653878061,0.7900925561001426,10233.821443256578,12584.239206414473,0.9001560211181641,0.865590512752533,0.8810791530107197,-0.9038357111002435,-0.8755494748291216
17,0.8783649613982752,0.7858447746226662,13198.121607730263,9750.4921875,0.8713518867367193,0.8884281594502298,0.8783541368810754,-0.8918668288268791,-0.8756905292209826
18,0.87889553528083,0.7867539101525357,10915.602898848685,12210.176603618422,0.8933488663874174,0.8679754122307426,0.8788849632990988,-0.905345740302509,-0.8748776238215598
19,0.8778695213167291,0.7850682970724607,9975.862253289473,13570.484991776315,0.9034233736364465,0.8568171968585566,0.8778591077578696,-0.8903564467335379,-0.8858269123654616
20,0.8788047354472311,0.7865135810877147,9826.170435855263,13579.843133223685,0.904304531059767,0.8575796045755085,0.8787943093400252,-0.9056412999993129,-0.8712909660841289
21,0.8798194041377619,0.7882155603484103,10676.826788651315,12225.910053453947,0.8953089070947546,0.8678529544880516,0.8798088478414636,-0.8963416329282798,-0.8845540002772683
22,0.8790665347325174,0.7870119966958699,10137.382092927632,13140.709087171053,0.9006575471476505,0.8612665769300962,0.8790560380408639,-0.9078695434608207,-0.8727380335330963
23,0.879384961567427,0.7875232633791471,10733.673468338815,12257.909693667763,0.893649614170978,0.8682649449298256,0.8793743880171525,-0.8921981292055142,-0.8837580257340482
24,0.8770169851027037,0.7838747313148097,13166.390830592105,10081.468647203947,0.8717419254152399,0.8853671550750732,0.8770061935249128,-0.9054491847556159,-0.8794380222496233
